id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1260611483194408961,1260611483194408961,1589388173000,2020-05-13,18:42:53,W. Europe Daylight Time,1149785036549287936,bots_wanna,Jon,,"This is going to be good.

Now time for a whole lotta hashtags:

@GretaThunberg #ClimateStrikeOnline #ClimateChange #COVID19 #ClimateAction #ClimateCrisis #deforestation #plasticfree #sustainability #environment #EarthDay #rainforest #ocean #cleanenergy #nuclear #oilandgas https://twitter.com/CNN/status/1260555428100026368 …",['gretathunberg'],['https://twitter.com/CNN/status/1260555428100026368'],[],0,1,0,"['#climatestrikeonline', '#climatechange', '#covid19', '#climateaction', '#climatecrisis', '#deforestation', '#plasticfree', '#sustainability', '#environment', '#earthday', '#rainforest', '#ocean', '#cleanenergy', '#nuclear', '#oilandgas']",[],https://twitter.com/Bots_Wanna/status/1260611483194408961,False,https://twitter.com/CNN/status/1260555428100026368,0,,,,,,,"[{'user_id': '1149785036549287936', 'username': 'Bots_Wanna'}, {'user_id': '1006419421244678144', 'username': 'GretaThunberg'}]",,,,
1260611241564758016,1260611241564758016,1589388115000,2020-05-13,18:41:55,W. Europe Daylight Time,1251203119234473984,a_globalwarning,Global Warning!,,"Join hands with us on our social media platforms mentioned below.

🌱Instagram:  http://www.instagram.com/global_warning_2020/?hl=en …
🌱LinkedIn:  http://www.linkedin.com/company/global-warning/?viewAsMember=true …
🌱Wordpress Blog:  http://globalwarning2020.wordpress.com 
🌱Facebook:  http://www.facebook.com/globalwarning36/ …
#ClimateChange #ClimateAction #GlobalWarming pic.twitter.com/cxrRuuA7zd",[],"['http://www.instagram.com/global_warning_2020/?hl=en', 'http://www.linkedin.com/company/global-warning/?viewAsMember=true', 'http://globalwarning2020.wordpress.com', 'http://www.facebook.com/globalwarning36/']",['https://pbs.twimg.com/media/EX6WHjTUYAA0IKW.jpg'],0,0,0,"['#climatechange', '#climateaction', '#globalwarming']",[],https://twitter.com/a_globalwarning/status/1260611241564758016,False,,0,,,,,,,"[{'user_id': '1251203119234473984', 'username': 'a_globalwarning'}]",,,,
1260610970625486849,1260610970625486849,1589388051000,2020-05-13,18:40:51,W. Europe Daylight Time,226310002,iam__network,IAM Platform,,"Early humans in China innovated technology to adapt to climate change one million years ago 

READ MORE:  https://blog.iammarketingmedia.com/early-humans-in-china-innovated-technology-to-adapt-to-climate-change-one-million-years-ago/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#Adaptation #Antarctica #Arctic #CarbonDioxide #ClimateAction #ClimateChange #ClimateScience #climatology #Companies #Environment pic.twitter.com/M5KNtdtIVj",[],['https://blog.iammarketingmedia.com/early-humans-in-china-innovated-technology-to-adapt-to-climate-change-one-million-years-ago/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EX6W_0RXYAEUFK0.jpg'],0,1,0,"['#adaptation', '#antarctica', '#arctic', '#carbondioxide', '#climateaction', '#climatechange', '#climatescience', '#climatology', '#companies', '#environment']",[],https://twitter.com/IAM__Network/status/1260610970625486849,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1260610727523438597,1260610727523438597,1589387993000,2020-05-13,18:39:53,W. Europe Daylight Time,841360722932121601,coastprotectors,Coast Protectors,,"It's happening:

""World’s biggest wealth fund blacklists Canadian Natural Resources, Cenovus, Suncor and Imperial Oil for carbon emissions""

 https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-worlds-biggest-wealth-fund-blacklists-canadian-natural-resources/ …
#ClimateEmergency #Divest #JustTransitionNow #ClimateAction #cdnpoli #bcpoli #abpoli",[],['https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-worlds-biggest-wealth-fund-blacklists-canadian-natural-resources/'],[],1,8,15,"['#climateemergency', '#divest', '#justtransitionnow', '#climateaction', '#cdnpoli', '#bcpoli', '#abpoli']",[],https://twitter.com/CoastProtectors/status/1260610727523438597,False,,0,,,,,,,"[{'user_id': '841360722932121601', 'username': 'CoastProtectors'}]",,,,
1260610507901489156,1260610507901489156,1589387940000,2020-05-13,18:39:00,W. Europe Daylight Time,1023635874641141760,futureecologies,Future Ecologies Podcast,,"Today is the day – Scales of Change is here!

#ClimateCrisis #ClimateAction #podcast https://player.captivate.fm/episode/832a824f-0d8c-4251-8e94-70da64348df2/ …",[],['https://player.captivate.fm/episode/832a824f-0d8c-4251-8e94-70da64348df2/'],[],0,1,0,"['#climatecrisis', '#climateaction', '#podcast']",[],https://twitter.com/futureecologies/status/1260610507901489156,False,,0,,,,,,,"[{'user_id': '1023635874641141760', 'username': 'futureecologies'}]",,,,
1260609543983312897,1260609543983312897,1589387710000,2020-05-13,18:35:10,W. Europe Daylight Time,115099953,globalgoalsun,Global Goals,,"#WorldEconomyReport: #COVID19 is shrinking the global economy & pushing more people into poverty. Recovery means:
 
✅ Building resilience to withstand economic shocks
✅ Improving social protection systems
✅ Greening economies & taking #ClimateAction
 http://bit.ly/wespmidyear  pic.twitter.com/9YEiXfCyrF",[],['http://bit.ly/wespmidyear'],['https://pbs.twimg.com/media/EX6VsubWoA4Ztgc.jpg'],1,2,6,"['#worldeconomyreport', '#covid19', '#climateaction']",[],https://twitter.com/GlobalGoalsUN/status/1260609543983312897,False,,0,,,,,,,"[{'user_id': '115099953', 'username': 'GlobalGoalsUN'}]",,,,
1260609504716173313,1260609504716173313,1589387701000,2020-05-13,18:35:01,W. Europe Daylight Time,97258045,lightboxre,LightBox,,#STL recently became the first #Midwest city to pass a #BuildingEnergy Performance Standard to advance the city's goal of eliminating community-wide #greenhouse gas emissions by 2050. 👏#HealthyBuilding #ClimateAction via @chris_teale https://bit.ly/2TglUlh ,['chris_teale'],['https://bit.ly/2TglUlh'],[],0,0,0,"['#stl', '#midwest', '#buildingenergy', '#greenhouse', '#healthybuilding', '#climateaction']",[],https://twitter.com/LightBoxRE/status/1260609504716173313,False,,0,,,,,,,"[{'user_id': '97258045', 'username': 'LightBoxRE'}, {'user_id': '358708656', 'username': 'chris_teale'}]",,,,
1260609298390028289,1260588233877905408,1589387652000,2020-05-13,18:34:12,W. Europe Daylight Time,16619647,soundadvice,Marshall Law,,"Um, nominated for a Nobel Prize (not that other ""Noble"" prize) , Swedish Woman of the Year, youngest Time Person of the Year ever, Forbes 100 Most Powerful Women. Were you hoping for Ivanka or Jared? #trumpplague #ClimateAction
@GretaThunberg","['yashar', 'gretathunberg']",[],[],0,0,0,"['#trumpplague', '#climateaction']",[],https://twitter.com/soundadvice/status/1260609298390028289,False,,0,,,,,,,"[{'user_id': '16619647', 'username': 'soundadvice'}, {'user_id': '11744152', 'username': 'yashar'}, {'user_id': '1006419421244678144', 'username': 'GretaThunberg'}]",,,,
1260609265041014784,1260609265041014784,1589387644000,2020-05-13,18:34:04,W. Europe Daylight Time,890359273817083909,sunriseboston,Sunrise Boston,,"Phonebank for Sen. @EdMarkey’s campaign! Join Sunrise Boston’s first phonebank event of the 2020 election cycle! No experience necessary. TMRW 5/14 6PM to 8PM. #localgov #GND #ClimateAction 

RSVP link =  http://bit.ly/SunBosMarkeyPh … pic.twitter.com/j78ldSSCip",['edmarkey'],['http://bit.ly/SunBosMarkeyPh'],['https://pbs.twimg.com/media/EX6VcUsX0AAlmCj.jpg'],0,0,2,"['#localgov', '#gnd', '#climateaction']",[],https://twitter.com/SunriseBoston/status/1260609265041014784,False,,0,,,,,,,"[{'user_id': '890359273817083909', 'username': 'SunriseBoston'}, {'user_id': '1129029661', 'username': 'EdMarkey'}]",,,,
1260608666602004480,1260588233877905408,1589387501000,2020-05-13,18:31:41,W. Europe Daylight Time,16619647,soundadvice,Marshall Law,,"17, and also nominated for a Nobel Prize (not that other ""Noble"" prize) , Swedish Woman of the Year, youngest Time Person of the Year ever, Forbes 100 Most Powerful Women, but lets not let facts get in the way. #trumpplague #ClimateAction @GretaThunberg","['patriotssb', 'cameron_kasky', 'yashar', 'gretathunberg']",[],[],1,0,1,"['#trumpplague', '#climateaction']",[],https://twitter.com/soundadvice/status/1260608666602004480,False,,0,,,,,,,"[{'user_id': '16619647', 'username': 'soundadvice'}, {'user_id': '885704995483635712', 'username': 'PatriotsSB'}, {'user_id': '964032914626359296', 'username': 'cameron_kasky'}, {'user_id': '11744152', 'username': 'yashar'}, {'user_id': '1006419421244678144', 'username': 'GretaThunberg'}]",,,,
1260607797114343426,1260607797114343426,1589387294000,2020-05-13,18:28:14,W. Europe Daylight Time,217225618,yogthos,Dmitri ☭⚛,,"Pandemic or not, Canada still faces a climate crisis — and the clock is ticking. #COVID19 presents an unprecedented threat — and a unique opportunity to build a cleaner economy. #cdnpoli #ClimateAction  https://www.cbc.ca/news/politics/pandemic-covid-coronavirus-trudeau-1.5566960 …",[],['https://www.cbc.ca/news/politics/pandemic-covid-coronavirus-trudeau-1.5566960'],[],0,1,0,"['#covid19', '#cdnpoli', '#climateaction']",[],https://twitter.com/yogthos/status/1260607797114343426,False,,0,,,,,,,"[{'user_id': '217225618', 'username': 'yogthos'}]",,,,
1260607195776942082,1260607195776942082,1589387151000,2020-05-13,18:25:51,W. Europe Daylight Time,487896047,lindimaqhubela,Lindiwe Maqhubela,,Look at the rainbow leading to a secret pathway in my garden. The beauty of nature! #wellbeingwednesday #day48oflockdown #WritingCommunity #amwritingfantasy #ClimateCrisis #ClimateAction #ClimateEmergency #GreenStepsToBetter #uk #writingprompt #eco #amwritingfiction #climate pic.twitter.com/5cV1VnGne2,[],[],['https://pbs.twimg.com/media/EX6ThfZWAAIWZyZ.jpg'],1,2,4,"['#wellbeingwednesday', '#day48oflockdown', '#writingcommunity', '#amwritingfantasy', '#climatecrisis', '#climateaction', '#climateemergency', '#greenstepstobetter', '#uk', '#writingprompt', '#eco', '#amwritingfiction', '#climate']",[],https://twitter.com/LindiMaqhubela/status/1260607195776942082,False,,0,,,,,,,"[{'user_id': '487896047', 'username': 'LindiMaqhubela'}]",,,,
1260606816167374848,1260603892699746306,1589387060000,2020-05-13,18:24:20,W. Europe Daylight Time,830331048223469568,monarijulius,MONARI OCHWANGI,,Thats so unfortunate. #ClimateAction #ClimateEmergency #SaveCongoRainforest,"['tomvermolen', 'kyledownie5', 'luarocataboada', 'lucylikestrees_', 'maude_cm_', 'damenmaureen15', 'e_thunter', 'nataliebookout', '_climatestriker', 'nolanq13', 'oladelefavour3', 'patsyip4', 'srahulm', 'redmayne_robert', 'stratkotter', 'tzenou_a', 'ujsnova', 'leodicaprio', 'shailenewoodley', 'tomhanks', 'unep']",[],[],0,2,3,"['#climateaction', '#climateemergency', '#savecongorainforest']",[],https://twitter.com/Monarijulius/status/1260606816167374848,False,,0,,,,,,,"[{'user_id': '830331048223469568', 'username': 'Monarijulius'}, {'user_id': '1205202374765232130', 'username': 'TomVermolen'}, {'user_id': '726101303479406592', 'username': 'KyleDownie5'}, {'user_id': '1250460841314566146', 'username': 'luarocataboada'}, {'user_id': '1210138861256560641', 'username': 'lucylikestrees_'}, {'user_id': '1148912321693175808', 'username': 'maude_cm_'}, {'user_id': '1206220940151001090', 'username': 'damenmaureen15'}, {'user_id': '1089161567361470465', 'username': 'e_thunter'}, {'user_id': '1243709462575267840', 'username': 'nataliebookout'}, {'user_id': '1247773999846707202', 'username': '_climatestriker'}, {'user_id': '1008688766062661632', 'username': 'NolanQ13'}, {'user_id': '1225838404753031175', 'username': 'OladeleFavour3'}, {'user_id': '1131805656032325633', 'username': 'PatsyIP4'}, {'user_id': '883702682808197121', 'username': 'SRahulM'}, {'user_id': '952636350158819328', 'username': 'redmayne_robert'}, {'user_id': '924408989953257472', 'username': 'stratkotter'}, {'user_id': '1875591230', 'username': 'tzenou_a'}, {'user_id': '1220454755287425038', 'username': 'ujsNova'}, {'user_id': '133880286', 'username': 'LeoDiCaprio'}, {'user_id': '431765325', 'username': 'shailenewoodley'}, {'user_id': '50374439', 'username': 'tomhanks'}, {'user_id': '38146999', 'username': 'UNEP'}]",,,,
1260606703617421320,1260606703617421320,1589387033000,2020-05-13,18:23:53,W. Europe Daylight Time,94267809,quentinmoreau,Quentin Moreau,,"""COVID19 pandemic shows the extreme fragility of our public services, supply chains & economic model (...) We believe the case for sustainable, inclusive, localised and resilient development is stronger than ever. #ClimateAction #Solidarity #SCP https://twitter.com/switchasia/status/1260484622070284288 …",[],['https://twitter.com/switchasia/status/1260484622070284288'],[],0,1,2,"['#climateaction', '#solidarity', '#scp']",[],https://twitter.com/quentinmoreau/status/1260606703617421320,False,https://twitter.com/switchasia/status/1260484622070284288,0,,,,,,,"[{'user_id': '94267809', 'username': 'quentinmoreau'}]",,,,
1260606551770849280,1260606551770849280,1589386997000,2020-05-13,18:23:17,W. Europe Daylight Time,26459038,numitea,Numi Organic Tea,,"#ClimateAction is a win-win for people, the planet, and business. That's why we're on the phone today with lawmakers from both sides of the aisle urging them to infuse resilient, longterm climate solutions into future economic recovery plans.

#LEADonClimate2020 #BuildBackBetter pic.twitter.com/Ypj9COa6EC",[],[],['https://pbs.twimg.com/media/EX6SEKtUEAAbwfN.jpg'],0,1,1,"['#climateaction', '#leadonclimate2020', '#buildbackbetter']",[],https://twitter.com/NumiTea/status/1260606551770849280,False,,0,,,,,,,"[{'user_id': '26459038', 'username': 'NumiTea'}]",,,,
1260606463908724736,1260606463908724736,1589386976000,2020-05-13,18:22:56,W. Europe Daylight Time,958831594709700608,theworldsdf,World Sustainable Development Forum (WSDF),,"MPs must seize huge opportunity for green recovery this week  

Read:  https://bit.ly/2T2Pdaz 
#ClimateAction #GreenRecovery #GreenEconomy #InclusiveGreenEconomy pic.twitter.com/TYxkQWA2Ub",[],['https://bit.ly/2T2Pdaz'],"['https://pbs.twimg.com/media/EX6S5bQXYAAD0nu.jpg', 'https://pbs.twimg.com/media/EX6S5beXYAA5YKw.jpg', 'https://pbs.twimg.com/media/EX6S5boXkAEeCal.jpg', 'https://pbs.twimg.com/media/EX6S5bYXkAAXFq1.jpg']",0,1,1,"['#climateaction', '#greenrecovery', '#greeneconomy', '#inclusivegreeneconomy']",[],https://twitter.com/theworldsdf/status/1260606463908724736,False,,0,,,,,,,"[{'user_id': '958831594709700608', 'username': 'theworldsdf'}]",,,,
1260605987213410311,1260576673159921667,1589386862000,2020-05-13,18:21:02,W. Europe Daylight Time,1232264937361285120,enzeplanet,stella,,Yes emissions have fallen... However CO2 remains in the atmosphere for decades. Whatever has been emitted before is still there in the atmosphere. Let’s not fool ourselves.  #ClimateAction is required more than ever. We are in #ClimateEmergency,['wef'],[],[],0,0,0,"['#climateaction', '#climateemergency']",[],https://twitter.com/enzeplanet/status/1260605987213410311,False,,0,,,,,,,"[{'user_id': '1232264937361285120', 'username': 'enzeplanet'}, {'user_id': '5120691', 'username': 'wef'}]",,,,
1260605770900504577,1260605770900504577,1589386811000,2020-05-13,18:20:11,W. Europe Daylight Time,709986828066144257,cclsvn,Silicon Valley North,,"#WednesdayWisdom: A great conversation starter for #climateaction.  
#ShowYourStripes https://twitter.com/WeatherProf/status/1259937256611155971 …",[],['https://twitter.com/WeatherProf/status/1259937256611155971'],[],0,1,0,"['#wednesdaywisdom', '#climateaction', '#showyourstripes']",[],https://twitter.com/CCLSVN/status/1260605770900504577,False,https://twitter.com/WeatherProf/status/1259937256611155971,0,,,,,,,"[{'user_id': '709986828066144257', 'username': 'CCLSVN'}]",,,,
1260605485964759047,1260605485964759047,1589386743000,2020-05-13,18:19:03,W. Europe Daylight Time,4895104294,patriciakombo,Patricia Kombo,,"Africa must be fed
#ClimateAction  pic.twitter.com/P0hJqJKg9n",[],[],['https://pbs.twimg.com/media/EX6R7BXWsAAZT38.jpg'],0,1,5,['#climateaction'],[],https://twitter.com/patriciakombo/status/1260605485964759047,False,,0,,,,,,,"[{'user_id': '4895104294', 'username': 'patriciakombo'}]",,,,
1260604491222659074,1260604491222659074,1589386506000,2020-05-13,18:15:06,W. Europe Daylight Time,158495061,eesionline,EESI,,"#ICYMI-- In 2020, #carboncapture has been a hot topic within #climateaction discussions. Want to learn more about what options are available? EESI wrote a short overview of carbon capture methods.  http://ow.ly/vTku50zFbZu  pic.twitter.com/yOIbmanD5X",[],['http://ow.ly/vTku50zFbZu'],['https://pbs.twimg.com/media/EX6RGr6WsAEpCZR.jpg'],0,1,1,"['#icymi', '#carboncapture', '#climateaction']",[],https://twitter.com/eesionline/status/1260604491222659074,False,,0,,,,,,,"[{'user_id': '158495061', 'username': 'eesionline'}]",,,,
1260604273978736642,1260604273978736642,1589386454000,2020-05-13,18:14:14,W. Europe Daylight Time,231855627,greatforestinc,Great Forest Inc.,,"#30DaystoZeroWaste - Day 10 is especially for all you green thumbs. You don't even need a yard to start a garden. More tips in our #ZeroWaste roadmap:   http://ow.ly/SfYO50zFh0k 
#ClimateAction #MakeItAHabit #GoingZeroWaste #LivingZeroWaste #Sustainability #ZeroWasteTips pic.twitter.com/S5AipJsd70",[],['http://ow.ly/SfYO50zFh0k'],['https://pbs.twimg.com/media/EX6Q6DmWoAEbTZO.jpg'],0,1,1,"['#30daystozerowaste', '#zerowaste', '#climateaction', '#makeitahabit', '#goingzerowaste', '#livingzerowaste', '#sustainability', '#zerowastetips']",[],https://twitter.com/GreatForestInc/status/1260604273978736642,False,,0,,,,,,,"[{'user_id': '231855627', 'username': 'GreatForestInc'}]",,,,
1260604138817122304,1260604138817122304,1589386422000,2020-05-13,18:13:42,W. Europe Daylight Time,160963011,stjohnscentre,SJIC,,Great example of #workculture and #innovative company committed to building a more sustainable future💦#tech4good #futureofwork #SJICTenantStory #SJICcommunity #ClimateAction  https://twitter.com/CambridgeHCR/status/1259755120880992262 …,[],['https://twitter.com/CambridgeHCR/status/1259755120880992262'],[],0,1,1,"['#workculture', '#innovative', '#tech4good', '#futureofwork', '#sjictenantstory', '#sjiccommunity', '#climateaction']",[],https://twitter.com/StJohnsCentre/status/1260604138817122304,False,https://twitter.com/CambridgeHCR/status/1259755120880992262,0,,,,,,,"[{'user_id': '160963011', 'username': 'StJohnsCentre'}]",,,,
1260604002900852738,1260604002900852738,1589386389000,2020-05-13,18:13:09,W. Europe Daylight Time,23516376,oisincoghlan,Oisín Coghlan,,"Interesting piece by @eoinbk in @IrishTimesBiz on how, even in the absence of strong government #ClimateAction, investors are now making more money from renewables than fossil fuels, and pushing companies to go greener.  https://www.irishtimes.com/business/energy-and-resources/governments-dithered-on-covid-19-will-it-be-the-same-on-climate-change-1.4251946 …","['eoinbk', 'irishtimesbiz']",['https://www.irishtimes.com/business/energy-and-resources/governments-dithered-on-covid-19-will-it-be-the-same-on-climate-change-1.4251946'],[],0,5,1,['#climateaction'],[],https://twitter.com/OisinCoghlan/status/1260604002900852738,False,,0,,,,,,,"[{'user_id': '23516376', 'username': 'OisinCoghlan'}, {'user_id': '45575978', 'username': 'eoinbk'}, {'user_id': '16737418', 'username': 'IrishTimesBiz'}]",,,,
1260603009987424256,1260603009987424256,1589386153000,2020-05-13,18:09:13,W. Europe Daylight Time,3291441743,undp4youth,UNDP Youth,,"Today, we listened to young people at the #YouthTownHall #UN75 & their call on:
#ClimateAction
#SustainingPeace
#COVID19 recovery & resilience
Progress on #SDG16 & intergenerational dialogue
#LeavingNoOneBehind
Women empowerment
#HumanRights 
...

#Youth2030 #Youth4Peace pic.twitter.com/GM0P8h0ooF",[],[],['https://pbs.twimg.com/media/EX6KiCsXYAAVCat.jpg'],0,1,8,"['#youthtownhall', '#un75', '#climateaction', '#sustainingpeace', '#covid19', '#sdg16', '#leavingnoonebehind', '#humanrights', '#youth2030', '#youth4peace']",[],https://twitter.com/UNDP4Youth/status/1260603009987424256,False,,0,,,,,,,"[{'user_id': '3291441743', 'username': 'UNDP4Youth'}]",,,,
1260602953901182977,1260602953901182977,1589386139000,2020-05-13,18:08:59,W. Europe Daylight Time,587402601,vikingofireland,Harry O'Crowley,,Say it loud and say it often! #SDG13 #ClimateAction #ClimateCrisis🇮🇪🇪🇺🇺🇳 https://twitter.com/vonderleyen/status/1260578816268865537 …,[],['https://twitter.com/vonderleyen/status/1260578816268865537'],[],0,1,0,"['#sdg13', '#climateaction', '#climatecrisis']",[],https://twitter.com/vikingofireland/status/1260602953901182977,False,https://twitter.com/vonderleyen/status/1260578816268865537,0,,,,,,,"[{'user_id': '587402601', 'username': 'vikingofireland'}]",,,,
1260602939682553857,1260602939682553857,1589386136000,2020-05-13,18:08:56,W. Europe Daylight Time,2804884053,plataformatroca,Plataforma TROCA,,Dirty #coal company #Uniper is taking legal action against the Dutch #CoalExit! @EU_Commission and MS: withdraw from the Energy Charter Treaty now! Stop fossil fuel firms block #ClimateAction! #ClimateEmergency,['eu_commission'],[],[],0,1,0,"['#coal', '#uniper', '#coalexit', '#climateaction', '#climateemergency']",[],https://twitter.com/PlataformaTroca/status/1260602939682553857,False,,0,,,,,,,"[{'user_id': '2804884053', 'username': 'PlataformaTroca'}, {'user_id': '157981564', 'username': 'EU_Commission'}]",,,,
1260602242278793218,1260602242278793218,1589385970000,2020-05-13,18:06:10,W. Europe Daylight Time,226310002,iam__network,IAM Platform,,"Wild Center hosts climate change summit for teachers – 

READ MORE:  https://blog.iammarketingmedia.com/wild-center-hosts-climate-change-summit-for-teachers/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter …
#Adaptation #Antarctica #Arctic #CarbonDioxide #ClimateAction #ClimateChange #ClimateScience #climatology #Companies #Environment~ pic.twitter.com/ZRvz9CA28s",[],['https://blog.iammarketingmedia.com/wild-center-hosts-climate-change-summit-for-teachers/?utm_campaign=twitter&utm_medium=twitter&utm_source=twitter'],['https://pbs.twimg.com/media/EX6PDv-XkAIJaID.jpg'],0,0,0,"['#adaptation', '#antarctica', '#arctic', '#carbondioxide', '#climateaction', '#climatechange', '#climatescience', '#climatology', '#companies', '#environment']",[],https://twitter.com/IAM__Network/status/1260602242278793218,False,,0,,,,,,,"[{'user_id': '226310002', 'username': 'IAM__Network'}]",,,,
1260601792141942785,1260601792141942785,1589385862000,2020-05-13,18:04:22,W. Europe Daylight Time,1897790455,irishmissionun,Ireland at the United Nations,,"🙏 @UNYouthEnvoy for the #KwonGesh shoutout in today's #YouthTownHall! 

#KwonGesh ( 🇮🇪 + 🇲🇭 for Solemn Pledge) asks governments to include #youth in developing #ClimateAction plans.

✒️We call on all our partners to sign the pledge in advance of #WorldEnvironmentDay on 5 June. https://twitter.com/UNYouthEnvoy/status/1258422262040014849 …",['unyouthenvoy'],['https://twitter.com/UNYouthEnvoy/status/1258422262040014849'],[],0,2,4,"['#kwongesh', '#youthtownhall', '#kwongesh', '#youth', '#climateaction', '#worldenvironmentday']",[],https://twitter.com/irishmissionun/status/1260601792141942785,False,https://twitter.com/UNYouthEnvoy/status/1258422262040014849,0,,,,,,,"[{'user_id': '1897790455', 'username': 'irishmissionun'}, {'user_id': '2923724679', 'username': 'UNYouthEnvoy'}]",,,,
1260601378717732865,1260601378717732865,1589385764000,2020-05-13,18:02:44,W. Europe Daylight Time,474314335,beexny,BEEx,,ICYMI— explore the online edition of our recent Anatomy exhibit. #energyefficiency #BEEx #climateaction  https://be-exchange.org/insight/press-release-anatomy-online/ …,[],['https://be-exchange.org/insight/press-release-anatomy-online/'],[],0,1,0,"['#energyefficiency', '#beex', '#climateaction']",[],https://twitter.com/BEExNY/status/1260601378717732865,False,,0,,,,,,,"[{'user_id': '474314335', 'username': 'BEExNY'}]",,,,
1260601138476441605,1260601138476441605,1589385706000,2020-05-13,18:01:46,W. Europe Daylight Time,2187195336,enactnow,EnAct,,Climate action and #rural communities at odds? Not so! Rural communities can benefit from deep #energy retrofits and #renewableenergy projects - all while reducing #emissions.  https://buff.ly/2YMW8IO  #Ireland #GoGreen #climateaction #energytransition pic.twitter.com/rloC27KW3e,[],['https://buff.ly/2YMW8IO'],['https://pbs.twimg.com/media/EX6ODhaXsAEphng.jpg'],0,1,0,"['#rural', '#energy', '#renewableenergy', '#emissions', '#ireland', '#gogreen', '#climateaction', '#energytransition']",[],https://twitter.com/EnActNow/status/1260601138476441605,False,,0,,,,,,,"[{'user_id': '2187195336', 'username': 'EnActNow'}]",,,,
1260601112358518784,1260601112358518784,1589385700000,2020-05-13,18:01:40,W. Europe Daylight Time,823755116,climateactionwr,ClimateActionWR,,Megan is the extremely talented face behind ClimateActionWR's monthly Local Policy Digest! Thank you for your continued dedication to local #climateaction!  https://twitter.com/SustainableWat/status/1260584380549992449 …,[],['https://twitter.com/SustainableWat/status/1260584380549992449'],[],0,1,0,['#climateaction'],[],https://twitter.com/ClimateActionWR/status/1260601112358518784,False,https://twitter.com/SustainableWat/status/1260584380549992449,0,,,,,,,"[{'user_id': '823755116', 'username': 'ClimateActionWR'}]",,,,
1260600904128114689,1260573370216861705,1589385651000,2020-05-13,18:00:51,W. Europe Daylight Time,2186460294,mrdash109,FranklyMyDear,,Of course Jesus Kenney's Propaganda Room doesn't tell you the amount spent on environmental protection by the oily industry sector also decreased by 30% from previous years. Or tell you that in today's climate their ugly Tar Pit is simply not sustainable. #cdnpoli #ClimateAction,['cdnenergycentre'],[],[],0,1,1,"['#cdnpoli', '#climateaction']",[],https://twitter.com/MrDash109/status/1260600904128114689,False,,0,,,,,,,"[{'user_id': '2186460294', 'username': 'MrDash109'}, {'user_id': '1181273788836507649', 'username': 'CDNEnergyCentre'}]",,,,
1260600814143524868,1260600814143524868,1589385629000,2020-05-13,18:00:29,W. Europe Daylight Time,311208161,nscitech,N-Sci Technologies,,"In the face of multiple crises, governments can kill two birds with one stone by going big on green stimulus, rescuing the economy while also making big cuts to greenhouse gas emissions. #renewableenergy #cleanenergy #emissions #climateaction
 http://ow.ly/jfKg50zFeDQ ",[],['http://ow.ly/jfKg50zFeDQ'],[],0,1,0,"['#renewableenergy', '#cleanenergy', '#emissions', '#climateaction']",[],https://twitter.com/NSciTech/status/1260600814143524868,False,,0,,,,,,,"[{'user_id': '311208161', 'username': 'NSciTech'}]",,,,
1260600739275169793,1260600739275169793,1589385611000,2020-05-13,18:00:11,W. Europe Daylight Time,42942422,eshorelandc,ES Land Conservancy,,"ESLC receives grant for climate resilience outreach & education. Eastern Shore of MD is the country’s 3rd most vulnerable region to sea level rise, behind south Florida and Louisiana. 

Read here👉  https://bit.ly/climateeducation …
#climateeducation #ccnow #climateaction #climatesolutions pic.twitter.com/4PtWShG7C9",[],['https://bit.ly/climateeducation'],['https://pbs.twimg.com/media/EX6MDLwX0AU3hN_.jpg'],0,1,0,"['#climateeducation', '#ccnow', '#climateaction', '#climatesolutions']",[],https://twitter.com/EShoreLandC/status/1260600739275169793,False,,0,,,,,,,"[{'user_id': '42942422', 'username': 'EShoreLandC'}]",,,,
1260600717724844034,1260600717724844034,1589385606000,2020-05-13,18:00:06,W. Europe Daylight Time,1372641625,richardmunang,Dr. Richard Munang,,#climateAction is an investment opportunity for everyone. In villages with the use of #solardryers #men n #women are turning poverty into profits and enhancing thier socioeconomic status as they drive #ClimateAction. #InnovativeVolunteerism inspiring and motivating #youth action pic.twitter.com/FrEqqMwFLQ,[],[],[],0,4,6,"['#climateaction', '#solardryers', '#men', '#women', '#climateaction', '#innovativevolunteerism', '#youth']",[],https://twitter.com/RichardMunang/status/1260600717724844034,False,,1,,,,,,,"[{'user_id': '1372641625', 'username': 'RichardMunang'}]",,,,
